Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
C_IN21,2008-10,Moving average,64.66666667,55.56695354,73.7663798,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious
C_IN21,2009-11,Moving average,68.33333333,58.97919546,77.68747121,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious
C_IN21,2010-12,Moving average,61.33333333,52.47125167,70.195415,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious
C_IN21,2011-13,Moving average,51,42.91886147,59.08113853,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious
C_IN21,2012-14,Moving average,56.66666667,48.14839872,65.18493461,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious
C_IN21,2013-15,Moving average,56.33333333,47.84015607,64.8265106,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious
C_IN21,2014-16,Moving average,60.66666667,51.85288008,69.48045325,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious
C_IN21,2015-17,Moving average,57.33333333,48.76510444,65.90156223,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2000-02,Moving average,6.253683051,5.299344903,7.208021198,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2001-03,Moving average,5.955923558,5.027222908,6.884624208,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2002-04,Moving average,5.508217361,4.617785906,6.398648816,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2003-05,Moving average,5.288897644,4.418991113,6.158804176,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2004-06,Moving average,6.081348581,5.147749614,7.014947548,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2005-07,Moving average,6.080635623,5.147094399,7.014176846,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2006-08,Moving average,5.812763763,4.903137502,6.722390025,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2007-09,Moving average,6.512451222,5.554718073,7.470184372,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2008-10,Moving average,7.034809018,6.043160829,8.026457206,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2009-11,Moving average,7.342270935,6.334819839,8.349722031,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2010-12,Moving average,6.627566111,5.667288813,7.587843409,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2011-13,Moving average,5.538276129,4.65824204,6.418310218,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2012-14,Moving average,6.203638777,5.268555319,7.138722234,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2013-15,Moving average,6.171615652,5.238928155,7.104303149,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2014-16,Moving average,6.715814986,5.737907802,7.693722171,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_IN22,2015-17,Moving average,6.350233583,5.399226829,7.301240338,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious
C_P21,2000-02,Moving average,68.66666667,59.28974158,78.04359176,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2001-03,Moving average,64.33333333,55.25710337,73.40956329,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2002-04,Moving average,59,50.30812505,67.69187495,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2003-05,Moving average,56.33333333,47.84015607,64.8265106,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2004-06,Moving average,53.66666667,45.37694834,61.956385,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2005-07,Moving average,55.33333333,46.91587684,63.75078983,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2006-08,Moving average,47.33333333,39.5481112,55.11855546,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2007-09,Moving average,42,34.66648628,49.33351372,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2008-10,Moving average,41,33.75431596,48.24568404,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2009-11,Moving average,42.66666667,35.2751796,50.05815373,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2010-12,Moving average,39.66666667,32.53977238,46.79356095,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2011-13,Moving average,36,29.2104856,42.7895144,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2012-14,Moving average,38.33333333,31.32724262,45.33942405,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2013-15,Moving average,41.33333333,34.05825492,48.60841175,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2014-16,Moving average,41,33.75431596,48.24568404,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P21,2015-17,Moving average,39,31.93324936,46.06675064,Injuries,Number,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2000-02,Moving average,7.807289124,6.740956837,8.87362141,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2001-03,Moving average,7.281561214,6.254246393,8.308876035,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2002-04,Moving average,6.632343353,5.655267098,7.609419608,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2003-05,Moving average,6.32144498,5.36836798,7.27452198,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2004-06,Moving average,6.040131177,5.107113946,6.973148408,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2005-07,Moving average,6.2408842,5.291456836,7.190311565,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2006-08,Moving average,5.341970584,4.463117503,6.220823665,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2007-09,Moving average,4.722118952,3.896988777,5.547249127,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2008-10,Moving average,4.615323569,3.798814783,5.431832356,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2009-11,Moving average,4.763193818,3.936719103,5.589668534,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2010-12,Moving average,4.420462131,3.624761706,5.216162557,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2011-13,Moving average,4.007376448,3.250137205,4.764615692,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2012-14,Moving average,4.273526992,3.491122391,5.055931593,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2013-15,Moving average,4.55445611,3.751573348,5.357338872,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2014-16,Moving average,4.463251547,3.673080721,5.253422373,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_P22,2015-17,Moving average,4.197157805,3.435067379,4.959248231,"Per 100,000 people",Age-standardised rate,Pedestrian,Validated,Children,0-14 years,Serious
C_C21,2000-02,Moving average,85,74.56729502,95.43270498,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2001-03,Moving average,73,63.33172725,82.66827275,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2002-04,Moving average,66.33333333,57.11710185,75.54956482,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2003-05,Moving average,73,63.33172725,82.66827275,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2004-06,Moving average,70.33333333,60.84329287,79.82337379,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2005-07,Moving average,74,64.26573145,83.73426855,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2006-08,Moving average,68,58.66870499,77.33129501,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2007-09,Moving average,67.66666667,58.35827057,76.97506276,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2008-10,Moving average,63.33333333,54.32792029,72.33874637,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2009-11,Moving average,56.33333333,47.84015607,64.8265106,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2010-12,Moving average,51.33333333,43.22582886,59.4408378,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2011-13,Moving average,46.66666667,38.93646446,54.39686887,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2012-14,Moving average,50.33333333,42.30518645,58.36148022,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2013-15,Moving average,53,44.76193151,61.23806849,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2014-16,Moving average,63,54.01831668,71.98168332,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C21,2015-17,Moving average,66,56.80695404,75.19304596,Injuries,Number,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2000-02,Moving average,9.731521126,8.536852962,10.92618929,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2001-03,Moving average,8.273118899,7.177384598,9.368853201,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2002-04,Moving average,7.456702414,6.420681878,8.49272295,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2003-05,Moving average,8.175364241,7.092587039,9.258141443,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2004-06,Moving average,7.902301184,6.836027013,8.968575354,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2005-07,Moving average,8.342199466,7.244774399,9.439624533,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2006-08,Moving average,7.656997063,6.605944406,8.70804972,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2007-09,Moving average,7.577894923,6.534577888,8.621211958,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2008-10,Moving average,7.059931382,6.054703946,8.065158818,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2009-11,Moving average,6.253642627,5.309119616,7.198165638,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2010-12,Moving average,5.677890163,4.779183444,6.576596882,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2011-13,Moving average,5.177877589,4.31832943,6.037425748,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2012-14,Moving average,5.59138917,4.697773121,6.485005219,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2013-15,Moving average,5.852420454,4.941151734,6.763689174,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2014-16,Moving average,6.932853669,5.942465506,7.923241832,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
C_C22,2015-17,Moving average,7.223275485,6.214879418,8.231671552,"Per 100,000 people",Age-standardised rate,Car occupant,Validated,Children,0-14 years,Serious
W_I11,2000,Single year,1583,1505.019045,1660.980955,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2001,Single year,1620,1541.112971,1698.887029,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2002,Single year,1665,1585.024823,1744.975177,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2003,Single year,1769,1686.564931,1851.435069,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2004,Single year,1683,1602.593687,1763.406313,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2005,Single year,1678,1597.713215,1758.286785,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2006,Single year,1699,1618.212386,1779.787614,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2007,Single year,1791,1708.053917,1873.946083,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2008,Single year,1868,1783.28964,1952.71036,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2009,Single year,1876,1791.108441,1960.891559,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2010,Single year,1890,1804.79227,1975.20773,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2011,Single year,1957,1870.295128,2043.704872,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2012,Single year,1844,1759.835577,1928.164423,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2013,Single year,1712,1630.9039,1793.0961,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2014,Single year,1804,1720.753428,1887.246572,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2015,Single year,1847,1762.767142,1931.232858,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2016,Single year,1910,1824.342622,1995.657378,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2017,Single year,2095,2005.290155,2184.709845,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I12,2000,Single year,41.26229894,39.22643556,43.29816232,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2001,Single year,41.90725372,39.86529634,43.9492111,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2002,Single year,42.22340128,40.19494115,44.25186142,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2003,Single year,43.92084813,41.87414481,45.96755144,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2004,Single year,41.03885726,39.07800266,42.99971186,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2005,Single year,40.21128708,38.28653457,42.13603958,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2006,Single year,39.92985166,38.02913603,41.83056728,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2007,Single year,41.54325691,39.61536869,43.47114513,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2008,Single year,42.59396388,40.65635746,44.5315703,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2009,Single year,42.31500555,40.39094467,44.23906644,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2010,Single year,41.48374962,39.60233968,43.36515956,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2011,Single year,42.71984758,40.81288905,44.62680611,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2012,Single year,39.6869715,37.85883384,41.51510917,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2013,Single year,36.23128111,34.4953883,37.96717392,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2014,Single year,37.0181064,35.28700858,38.74920423,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2015,Single year,37.14379247,35.42635964,38.86122531,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2016,Single year,37.56423208,35.85334601,39.27511814,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2017,Single year,40.13154624,38.38607643,41.87701604,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_D11,2000,Single year,111,90.35049809,131.6495019,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2001,Single year,93,74.09879183,111.9012082,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2002,Single year,120,98.52967028,141.4703297,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2003,Single year,108,87.63145679,128.3685432,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2004,Single year,101,81.30260573,120.6973943,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2005,Single year,100,80.40036015,119.5996398,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2006,Single year,76,58.91343012,93.08656988,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2007,Single year,80,62.46954919,97.53045081,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2008,Single year,104,84.01221079,123.9877892,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2009,Single year,105,84.91634555,125.0836545,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2010,Single year,73,56.25406038,89.74593962,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2011,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2012,Single year,77,59.80138584,94.19861416,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2013,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2014,Single year,74,57.13975229,90.86024771,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2015,Single year,90,71.40614903,108.593851,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2016,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2017,Single year,112,91.25769087,132.7423091,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2000,Single year,2.888350308,2.350103948,3.426596668,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2001,Single year,2.389646007,1.903703178,2.875588836,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2002,Single year,3.034494572,2.491486066,3.577503078,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2003,Single year,2.68143109,2.175719562,3.187142618,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2004,Single year,2.467917235,1.986558382,2.949276089,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2005,Single year,2.404111671,1.932721823,2.875501519,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2006,Single year,1.799636615,1.394641439,2.20463179,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2007,Single year,1.877563229,1.465457081,2.289669377,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2008,Single year,2.424125773,1.956779835,2.89147171,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2009,Single year,2.412165086,1.948741205,2.875588967,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2010,Single year,1.65726939,1.275997884,2.038540895,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2011,Single year,2.242357825,1.79824508,2.68647057,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2012,Single year,1.737326362,1.346770201,2.127882522,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2013,Single year,2.234065736,1.790864996,2.677266475,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2014,Single year,1.628555633,1.254026492,2.003084774,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2015,Single year,1.897434969,1.50063339,2.294236548,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2016,Single year,2.085200691,1.669589181,2.500812201,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2017,Single year,2.241895148,1.820542299,2.663247996,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_M11,2000,Single year,441,399.8407563,482.1592437,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2001,Single year,440,398.8874486,481.1125514,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2002,Single year,422,381.7371682,462.2628318,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2003,Single year,465,422.7356137,507.2643863,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2004,Single year,437,396.0278448,477.9721552,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2005,Single year,405,365.5564857,444.4435143,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2006,Single year,391,352.2442211,429.7557789,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2007,Single year,427,386.4993467,467.5006533,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2008,Single year,365,327.5549407,402.4450593,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2009,Single year,394,355.0958257,432.9041743,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2010,Single year,384,345.5927066,422.4072934,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2011,Single year,291,257.565519,324.434481,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2012,Single year,319,283.9939239,354.0060761,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2013,Single year,254,222.7633142,285.2366858,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2014,Single year,288,254.7383082,321.2616918,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2015,Single year,320,284.9390984,355.0609016,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2016,Single year,324,288.7206483,359.2793517,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2017,Single year,391,352.2442211,429.7557789,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2000,Single year,11.47574882,10.40310721,12.54839044,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2001,Single year,11.38469016,10.32024178,12.44913853,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2002,Single year,10.71027889,9.688232108,11.73232568,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2003,Single year,11.54505053,10.49570757,12.59439348,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2004,Single year,10.65735199,9.658043314,11.65666067,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2005,Single year,9.732798532,8.784609514,10.68098755,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2006,Single year,9.261702925,8.342809381,10.18059647,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2007,Single year,10.06639836,9.110050908,11.02274582,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2008,Single year,8.491747299,7.61826508,9.365229517,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2009,Single year,9.10811014,8.205088723,10.01113156,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2010,Single year,8.638916546,7.771099027,9.506734065,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2011,Single year,6.504303953,5.752899984,7.255707921,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2012,Single year,7.160245595,6.368868309,7.951622881,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2013,Single year,5.525910849,4.840738077,6.211083621,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2014,Single year,6.175963228,5.454711114,6.897215342,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2015,Single year,6.686504045,5.945637377,7.427370714,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2016,Single year,6.752456923,6.008402614,7.496511232,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2017,Single year,7.758699494,6.979981567,8.537417422,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_S11,2000,Single year,459,417.0091724,500.9908276,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2001,Single year,508,463.8246553,552.1753447,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2002,Single year,470,427.5089934,512.4910066,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2003,Single year,522,477.220077,566.779923,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2004,Single year,493,449.4817372,536.5182628,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2005,Single year,515,470.5213389,559.4786611,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2006,Single year,524,479.1343737,568.8656263,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2007,Single year,495,451.3935542,538.6064458,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
